LS,TO,VBN,'',WP,UH,VBG,JJ,VBZ,--,VBP,NN,DT,PRP,:,WP$,NNPS,PRP$,WDT,(,),.,",",``,$,RB,RBR,RBS,VBD,IN,FW,RP,JJR,JJS,PDT,MD,VB,WRB,NNP,EX,NNS,SYM,CC,CD,POS,class
0,1,0,2,0,0,0,10,1,0,3,15,9,3,0,0,0,1,0,0,0,7,5,2,0,6,0,0,1,3,0,0,0,0,0,0,1,1,1,0,2,0,2,2,0,0
0,3,6,0,1,0,4,14,15,0,4,62,37,14,5,0,0,5,2,0,0,15,22,2,0,13,0,0,7,36,3,4,8,0,1,2,4,1,7,0,12,0,11,2,0,0
0,10,3,1,2,0,11,20,13,0,11,58,33,12,6,0,0,4,3,0,0,16,9,3,0,25,1,0,2,43,2,1,14,1,1,3,12,0,10,1,15,2,17,4,0,0
0,1,0,2,0,0,1,17,5,0,4,25,18,4,1,0,0,2,0,0,0,14,5,4,0,1,0,0,3,10,0,0,0,2,0,2,2,1,2,1,10,1,6,2,0,0
0,2,1,0,0,1,0,9,7,0,0,15,13,2,1,0,0,2,1,0,0,10,5,2,0,10,0,0,1,11,0,1,2,0,0,0,3,0,5,1,4,0,5,3,0,0
0,3,4,0,1,0,0,10,1,0,7,23,21,13,0,0,0,0,1,0,0,10,9,2,0,10,0,0,10,12,1,1,0,1,0,1,5,2,0,0,7,0,5,4,0,0
0,1,3,0,1,0,2,10,3,0,5,13,9,4,4,1,0,0,0,0,0,6,5,2,0,7,0,0,4,9,0,0,8,0,0,1,2,1,7,0,10,0,7,2,0,0
0,9,4,0,1,0,15,34,22,0,15,88,66,16,11,0,0,9,3,0,0,23,18,2,0,34,0,0,2,48,0,2,7,2,0,3,14,2,15,0,17,0,14,5,0,0
0,6,3,1,0,0,0,10,0,0,2,13,14,13,0,0,0,2,1,0,0,13,12,1,0,12,0,0,12,12,1,1,1,0,0,2,9,0,8,0,3,0,4,5,0,0
0,2,1,0,0,0,3,32,16,0,7,34,24,10,11,1,0,4,1,0,0,11,8,2,0,24,0,0,2,21,2,4,5,1,0,2,4,2,3,1,11,1,5,1,0,0
0,10,11,1,1,0,5,36,15,0,10,74,52,22,18,0,0,2,0,0,0,27,26,3,0,36,3,0,17,40,0,2,22,1,0,5,19,1,20,3,23,2,13,6,0,0
0,2,5,3,1,0,1,9,4,0,4,19,16,3,2,0,0,0,2,0,0,4,6,2,0,16,1,0,2,15,4,0,1,0,0,2,3,1,12,0,4,0,5,3,1,0
0,4,3,0,0,0,2,11,8,0,7,33,23,11,4,0,0,1,0,0,0,17,6,2,0,12,0,0,6,21,1,1,9,0,0,0,6,3,11,1,9,0,4,3,0,0
0,0,2,0,1,0,0,20,2,0,6,15,13,2,0,0,0,0,0,0,0,3,10,2,0,9,0,0,1,14,0,1,0,2,0,0,3,0,5,0,9,0,5,4,0,0
0,8,9,0,5,0,7,29,7,0,9,81,49,26,14,0,0,7,0,0,0,25,15,2,0,23,1,0,18,45,1,0,29,0,0,6,10,6,33,0,8,2,16,6,0,0
0,5,4,2,7,0,1,32,15,0,9,53,38,17,0,0,0,16,2,0,0,15,11,4,0,19,0,0,9,45,2,1,2,1,0,1,8,1,3,0,23,0,12,5,0,0
0,6,2,3,2,0,10,30,17,0,12,72,44,6,11,0,0,7,2,0,0,33,25,3,0,23,0,0,4,41,3,1,21,1,1,0,3,1,29,0,28,1,12,7,2,0
0,1,0,0,0,0,2,9,11,0,8,15,13,14,0,0,0,3,1,0,0,9,3,2,0,10,0,0,6,20,0,0,0,0,0,2,5,1,7,1,8,0,7,3,0,0
0,6,5,0,1,0,1,14,5,0,2,51,23,1,9,0,0,1,2,0,0,11,7,2,0,17,0,0,7,21,0,0,13,0,0,4,5,2,24,2,8,0,11,2,0,0
0,25,24,8,0,0,3,70,10,0,3,145,94,29,21,0,5,9,2,0,0,49,15,2,0,31,2,1,37,91,2,1,39,4,0,21,46,8,32,2,24,0,9,8,4,0
0,7,4,1,0,0,2,30,11,0,6,30,23,2,3,0,0,3,0,0,0,14,8,3,0,12,0,0,2,16,0,2,4,0,0,0,6,0,5,2,15,0,8,4,0,0
0,5,5,1,1,0,1,13,9,0,6,40,22,7,5,0,0,1,1,0,0,8,5,1,0,16,0,1,3,25,0,2,8,0,0,2,8,1,10,1,9,0,9,3,0,0
2,5,5,1,0,0,0,8,9,0,3,37,18,12,12,0,0,1,0,0,0,8,7,2,0,12,0,0,6,13,0,0,16,0,0,1,5,0,9,0,6,0,8,4,0,0
0,1,2,1,0,0,0,8,3,0,4,29,19,4,7,0,1,0,1,0,0,9,7,2,0,6,0,0,2,16,0,1,12,0,0,0,0,1,6,1,4,0,2,4,2,0
0,5,0,2,1,0,1,9,7,0,3,20,12,11,0,0,0,0,0,0,0,10,25,4,0,5,1,0,4,18,3,1,0,0,1,2,11,0,49,0,5,0,10,1,0,0
0,2,3,0,1,1,1,14,5,0,7,28,12,12,7,0,0,2,1,0,0,12,9,2,0,4,0,0,4,15,0,0,10,0,0,1,3,3,7,1,3,0,2,3,1,0
0,3,2,0,1,0,1,13,6,0,5,27,20,6,4,0,0,0,2,0,0,5,7,2,0,6,0,0,5,15,0,1,4,0,0,0,5,0,3,0,5,0,5,1,0,0
0,2,2,0,0,0,2,14,3,0,5,27,16,8,6,0,0,0,0,0,0,14,6,2,0,14,0,0,7,10,0,1,14,0,0,0,2,0,4,0,3,0,6,1,0,0
0,0,0,0,1,0,1,15,9,0,1,26,21,5,8,0,0,0,0,0,0,11,9,2,0,9,0,0,2,14,0,0,13,1,0,1,2,0,1,0,8,0,2,1,0,0
0,19,23,19,4,0,6,63,19,0,8,129,85,34,13,0,0,25,4,0,0,30,49,21,0,43,1,0,36,118,6,4,22,1,2,9,23,4,92,1,35,1,41,29,1,0
0,3,5,0,1,0,2,12,2,0,6,31,16,29,10,0,1,2,1,0,0,7,10,2,0,17,0,0,20,20,0,1,20,2,0,6,10,3,8,1,8,0,6,9,0,0
0,2,2,2,1,0,2,15,7,0,2,28,14,4,3,0,0,1,1,0,0,5,2,3,0,8,0,0,0,18,2,0,4,1,0,2,4,0,11,0,4,0,7,2,1,0
1,2,1,0,0,0,1,12,3,0,1,19,15,7,0,0,0,1,0,0,0,11,2,2,0,8,0,0,7,11,0,2,1,0,0,1,4,1,10,0,3,0,10,3,0,0
0,3,1,1,0,0,0,12,3,0,2,23,19,6,2,0,0,1,0,0,0,8,6,3,0,9,2,0,4,13,0,0,4,0,0,2,3,0,12,2,7,0,6,4,0,0
0,4,5,2,0,0,2,13,4,0,2,33,19,1,2,0,1,0,1,0,0,6,11,4,0,2,0,0,3,17,2,1,5,0,0,0,3,0,11,0,10,1,7,1,0,0
0,1,3,0,1,0,2,5,2,0,0,13,11,0,0,0,1,2,0,0,0,4,1,2,0,3,1,0,3,12,0,0,0,1,0,1,2,0,3,0,4,0,0,2,0,0
0,3,5,1,1,0,5,26,2,0,3,32,15,7,6,0,1,2,0,0,0,11,12,2,0,17,0,0,3,17,2,1,9,1,0,1,7,1,2,0,6,0,7,3,0,0
2,3,0,0,0,0,3,5,0,0,2,19,16,5,1,0,0,1,0,0,0,9,8,2,0,9,0,0,7,13,3,0,0,0,1,2,5,2,0,0,5,1,3,2,0,0
0,7,9,17,0,0,5,45,12,0,10,89,50,17,10,0,0,4,3,0,0,13,19,19,0,23,0,0,13,52,20,3,18,1,1,1,8,2,45,1,27,0,26,16,7,0
0,2,2,1,1,0,1,8,6,0,8,32,13,11,9,0,2,8,1,0,0,12,14,4,0,8,0,1,2,21,0,0,13,2,1,3,8,2,20,0,9,2,11,5,1,0
0,0,2,0,1,1,0,15,2,0,3,14,10,3,0,0,0,1,0,0,0,12,3,2,0,4,0,0,0,10,2,0,1,0,0,0,1,0,2,0,5,0,4,3,0,0
0,0,0,0,0,1,1,19,1,0,1,18,8,2,8,0,0,3,1,0,0,8,6,2,0,7,0,0,1,15,2,1,12,0,0,1,2,0,1,0,8,0,4,5,0,0
0,1,4,0,3,0,2,13,15,0,0,33,22,7,3,0,0,1,1,0,0,9,7,2,0,15,0,0,6,18,0,1,8,0,0,3,4,1,17,1,3,0,8,3,0,0
0,11,9,2,7,0,9,30,15,0,19,86,58,30,6,0,0,8,8,0,0,26,11,4,0,41,1,0,31,62,2,2,13,4,2,2,16,6,22,0,22,0,19,3,0,0
0,4,2,6,1,1,5,22,11,0,11,93,37,10,33,0,0,3,3,0,0,31,10,14,0,23,1,0,8,24,9,4,37,0,0,2,10,1,9,3,15,10,9,20,1,0
0,3,2,0,1,0,5,14,8,0,4,32,19,13,2,0,0,5,0,0,0,6,15,2,0,13,0,2,2,17,0,1,0,1,0,1,4,2,1,0,6,0,6,3,0,0
0,6,8,5,1,0,3,35,5,0,3,37,29,18,1,0,0,3,1,0,0,27,14,6,0,18,2,0,14,41,2,0,2,1,0,3,9,2,17,0,10,0,14,2,0,0
0,4,3,1,1,0,1,18,9,0,5,24,20,8,7,0,0,1,3,0,0,8,12,1,0,5,1,0,1,13,0,0,12,0,0,2,6,1,10,1,3,0,6,2,0,0
0,3,2,1,1,0,4,15,7,0,5,35,17,8,1,0,0,4,0,0,0,10,11,5,0,5,0,1,2,20,2,0,0,1,0,0,0,1,15,0,5,0,12,3,0,0
0,10,3,3,2,1,4,25,15,0,13,67,36,12,16,0,0,9,0,0,0,13,13,3,0,16,1,0,2,30,0,0,28,0,0,2,14,2,8,2,17,1,10,5,1,0
0,7,2,2,1,0,3,19,3,0,10,36,27,9,2,0,0,5,1,0,0,12,14,2,0,14,0,0,7,27,4,1,0,2,0,4,15,1,10,1,11,0,8,3,0,0
0,6,2,0,2,0,4,9,12,0,2,23,21,3,4,0,0,1,0,0,0,15,4,2,0,10,1,0,1,17,4,2,8,0,0,0,6,0,28,0,3,0,5,1,0,0
0,2,10,1,1,0,0,19,5,0,6,31,19,7,8,0,0,2,3,0,0,11,6,3,0,13,0,0,6,19,2,0,13,0,0,0,1,0,20,0,5,0,8,3,0,0
0,8,9,17,0,0,8,39,16,0,4,103,56,11,14,0,0,5,4,0,0,34,31,19,0,18,1,0,12,58,6,1,30,0,0,2,9,1,33,0,24,2,19,11,0,0
0,2,7,1,4,0,5,32,18,0,12,45,42,18,1,0,0,2,2,0,0,11,13,3,0,21,0,0,7,38,4,0,2,0,0,4,9,3,20,1,26,0,16,4,0,0
0,4,1,4,0,0,1,12,2,0,5,27,17,16,6,0,0,2,1,0,0,13,13,2,0,7,0,0,13,15,0,1,13,0,0,0,3,3,10,1,8,0,8,3,3,0
0,32,8,10,1,0,7,65,41,0,28,221,134,31,16,0,0,19,4,0,0,58,41,12,0,31,0,0,24,105,8,11,21,0,0,2,27,5,121,0,35,2,55,7,1,0
0,1,3,1,0,0,1,15,8,0,1,19,14,1,0,0,0,1,0,0,0,5,8,3,0,6,0,0,0,10,0,2,1,0,0,1,2,0,11,0,1,0,7,2,0,0
0,4,0,1,0,0,2,6,2,0,5,10,5,5,3,0,0,1,0,0,0,5,10,3,0,4,0,0,2,10,0,1,0,0,0,0,6,1,0,0,7,0,4,4,0,0
0,1,5,0,6,0,2,10,2,0,3,14,18,7,0,0,0,2,1,0,0,7,8,2,0,11,1,0,9,18,0,0,2,0,1,4,5,0,2,1,6,0,1,3,2,0
0,9,15,1,0,1,8,29,22,0,8,77,50,22,13,0,1,1,6,0,0,21,22,2,0,34,1,0,6,49,0,2,27,8,0,1,7,1,12,0,18,0,15,4,1,0
0,5,3,1,0,1,6,15,7,0,7,32,21,13,6,0,0,3,2,0,0,13,12,3,0,15,0,0,4,28,0,2,14,1,0,3,11,1,12,0,23,1,17,3,0,0
0,5,2,3,1,1,1,9,10,0,2,33,21,7,8,0,0,0,2,0,0,16,7,3,0,10,0,0,4,12,0,1,11,0,0,1,4,0,8,1,6,1,4,4,0,0
0,7,13,1,2,0,10,34,18,0,7,70,50,16,18,0,0,5,1,0,0,20,17,3,0,19,0,0,10,56,0,2,17,1,0,2,12,1,44,1,23,0,19,5,0,0
0,14,10,1,4,0,9,49,19,0,6,81,55,9,5,0,0,10,4,0,0,18,36,1,0,34,2,0,6,66,0,4,3,0,0,1,12,1,28,2,19,1,13,11,1,0
0,3,2,6,3,0,3,5,4,0,4,26,9,11,8,0,0,2,2,0,0,16,4,8,0,7,0,0,6,4,0,0,16,0,0,0,5,0,11,0,3,1,6,4,0,0
0,2,1,5,1,0,0,15,10,0,8,27,17,4,3,0,1,2,1,0,0,2,4,7,0,10,0,0,0,17,0,0,0,0,0,1,4,0,21,2,8,1,8,9,2,0
0,1,3,0,1,0,3,16,5,0,2,24,19,2,0,0,0,0,0,0,0,7,9,2,0,3,0,0,0,20,0,0,0,0,0,1,4,0,6,0,5,0,6,2,0,0
0,6,1,0,1,1,5,8,1,0,6,16,11,19,0,0,0,2,0,0,0,2,6,2,0,10,0,0,8,13,2,0,2,0,1,6,10,2,4,0,4,0,4,2,0,0
0,1,0,0,0,0,0,9,6,0,4,16,11,9,1,0,0,2,1,0,0,7,4,2,0,6,0,0,4,12,0,0,1,0,0,1,5,0,7,0,3,0,4,2,0,0
0,2,0,0,0,0,6,10,0,0,0,19,15,6,4,0,0,3,0,0,0,6,4,2,0,9,0,0,10,13,0,1,9,0,0,0,2,1,6,0,8,0,4,1,0,0
0,7,3,4,0,0,7,29,13,0,7,79,43,36,13,0,0,10,0,0,0,18,24,6,0,14,0,0,22,44,0,1,26,1,0,2,10,4,12,0,11,0,16,14,0,0
0,0,1,1,0,0,0,4,0,0,1,7,7,6,0,0,0,0,0,0,0,8,5,1,0,3,0,0,6,4,0,0,0,0,1,1,0,1,4,0,2,0,1,1,0,0
0,6,4,0,2,3,2,12,9,0,5,27,17,9,4,0,2,2,2,0,0,15,8,2,0,15,0,1,4,22,0,0,8,1,1,1,11,4,11,0,10,0,11,1,0,0
0,10,6,1,4,0,3,30,14,0,8,60,44,10,11,0,0,5,2,0,0,29,15,5,2,15,0,0,6,43,0,2,20,0,0,4,16,4,43,1,16,1,8,7,0,0
0,6,4,3,2,1,1,9,7,0,1,43,15,8,16,0,0,3,0,0,0,19,5,3,0,9,0,0,0,15,0,1,25,0,2,6,13,0,5,1,9,0,4,15,0,0
1,5,1,1,1,0,1,10,6,0,6,13,16,12,1,0,0,0,0,0,0,15,4,1,0,8,1,0,3,9,0,0,0,2,0,1,9,0,10,0,6,0,4,2,0,0
0,0,3,0,2,4,3,9,7,0,2,22,17,2,0,0,0,1,0,0,0,11,8,2,0,5,1,0,4,8,0,2,1,0,0,1,2,0,10,0,7,0,4,6,0,0
0,7,3,0,0,0,7,13,6,0,3,35,25,5,0,0,0,1,0,0,0,12,6,2,0,13,0,0,3,22,0,0,2,0,0,3,11,1,3,1,13,0,3,2,0,0
0,3,0,0,0,0,0,5,0,0,1,7,6,6,0,0,0,1,0,0,0,4,3,2,0,1,0,0,5,6,0,0,0,1,0,2,5,0,0,0,1,0,2,4,0,0
0,7,9,2,0,0,1,31,8,0,15,80,55,21,8,1,1,1,3,0,0,26,3,4,0,23,2,0,21,53,0,2,19,0,0,1,10,2,14,1,27,1,17,3,0,0
0,0,1,3,0,0,0,5,3,0,2,12,8,4,0,0,2,2,0,0,0,5,3,2,0,2,0,0,1,11,2,1,0,1,0,0,0,1,5,0,5,0,2,3,1,0
1,8,7,3,2,0,6,37,11,0,2,69,46,17,4,0,5,5,4,0,0,21,19,5,0,28,2,0,20,39,0,1,6,1,2,3,9,1,29,0,10,0,9,8,0,0
1,5,1,0,3,0,1,6,1,0,4,19,14,22,3,0,0,2,0,0,0,7,9,2,0,9,0,1,17,18,0,0,4,0,0,1,4,0,2,0,4,0,8,6,0,0
0,2,0,1,0,0,0,8,3,0,1,4,7,1,0,0,0,0,0,0,0,5,1,1,0,3,0,0,0,2,0,0,0,0,0,0,1,0,6,0,1,0,4,3,0,0
0,7,12,2,0,0,3,11,11,0,5,40,29,13,1,0,1,1,1,0,0,14,7,4,0,15,3,1,4,21,0,1,0,0,0,1,8,0,3,0,8,0,2,1,0,0
0,7,1,0,0,0,1,9,6,0,9,17,17,25,0,0,0,2,2,0,0,8,1,2,0,7,0,0,3,14,0,4,1,0,1,7,15,1,2,1,7,0,11,2,0,0
0,7,3,1,2,0,2,14,6,0,6,38,21,7,8,0,0,3,3,0,0,13,18,3,0,19,1,0,12,18,0,2,16,1,0,0,9,2,16,0,5,0,6,6,0,0
1,7,4,0,2,0,4,24,7,0,9,82,43,7,10,0,0,4,2,0,0,8,15,2,0,15,0,0,6,25,1,0,18,1,0,3,7,4,4,0,16,2,8,4,2,0
0,5,3,1,2,0,1,17,10,0,7,37,30,6,2,0,0,4,2,0,0,8,9,1,0,17,1,0,0,30,2,0,3,1,1,3,5,0,21,0,10,0,12,2,0,0
0,4,6,1,1,0,2,15,1,0,3,29,19,12,0,0,0,1,0,0,0,11,5,3,0,12,0,0,11,17,0,0,2,0,1,5,8,0,4,1,8,0,12,2,0,0
0,5,1,0,1,0,1,11,0,0,2,23,10,13,6,0,0,1,1,0,0,7,2,2,0,4,1,0,9,11,0,0,12,0,0,0,6,0,0,0,2,0,8,1,0,0
0,6,11,3,2,1,5,28,9,0,11,64,42,16,13,0,5,3,1,0,0,18,22,2,0,28,2,0,25,45,0,2,19,4,2,5,10,2,31,0,10,0,18,5,2,0
0,3,2,1,1,3,1,12,6,0,3,18,14,6,0,0,0,1,1,0,0,19,16,1,0,15,0,0,3,12,0,4,0,0,0,3,9,2,9,0,10,0,5,1,0,0
0,4,2,3,1,0,4,15,15,0,0,41,26,7,0,0,0,3,1,0,0,11,3,3,0,16,0,0,5,18,1,0,0,1,0,0,6,2,24,0,3,0,14,4,1,0
0,5,1,0,0,0,7,7,4,0,5,21,13,6,4,0,0,1,0,0,0,9,9,2,0,7,0,0,1,10,0,1,9,0,0,0,6,1,1,0,2,0,5,2,0,0
0,2,3,3,1,0,2,14,5,0,3,20,15,3,1,0,0,2,0,0,0,7,7,5,0,9,0,0,2,18,4,0,1,0,0,0,2,0,16,0,5,1,5,4,0,0
0,37,11,8,7,0,24,97,39,0,23,167,120,43,22,0,0,19,1,0,0,60,58,10,0,65,1,4,8,111,12,5,20,2,0,8,51,3,70,0,39,3,42,8,0,0
0,3,6,9,2,0,2,12,8,0,6,34,27,10,3,0,0,2,3,0,0,12,14,11,0,11,0,0,7,17,0,4,6,1,0,2,4,1,33,1,9,2,9,7,0,0
0,4,1,3,2,0,1,10,3,0,3,31,19,6,9,0,1,0,2,0,0,8,7,5,0,9,0,0,2,12,2,1,8,0,0,4,7,1,7,0,4,1,2,2,2,0
0,5,7,0,1,0,0,16,2,0,1,30,22,6,6,0,0,0,0,0,0,7,8,2,0,8,0,0,10,20,0,0,15,0,0,0,1,0,9,0,9,0,10,3,0,0
0,1,5,0,1,0,2,34,7,0,7,41,33,13,7,0,0,1,1,0,0,14,15,2,0,20,0,0,11,31,0,3,9,4,0,5,9,1,13,0,12,0,10,4,0,0
1,6,2,4,5,0,6,46,7,0,4,93,69,24,42,0,0,4,2,0,0,51,10,8,0,24,1,0,15,50,3,3,41,6,3,3,15,8,34,0,13,5,13,6,1,0
0,7,0,0,0,0,2,42,7,0,5,41,32,17,11,0,2,0,0,0,0,22,26,2,0,36,5,1,12,33,0,1,20,1,1,1,7,2,36,2,10,0,5,5,0,0
0,3,1,1,0,0,1,14,2,0,7,24,13,11,6,0,0,2,2,0,0,23,3,1,0,12,0,0,11,20,16,0,8,0,0,0,2,1,23,1,5,0,12,7,0,0
0,3,3,5,1,0,0,19,9,0,3,26,18,7,1,0,0,2,0,0,0,10,11,2,0,7,1,0,0,16,0,0,0,1,0,0,4,0,17,0,11,0,7,3,6,0
0,5,3,2,2,0,4,19,13,0,4,34,18,11,1,0,0,6,1,0,0,13,7,4,0,14,0,0,0,23,0,0,1,1,0,4,6,0,7,0,8,0,8,3,0,0
0,1,1,0,1,0,4,19,4,0,2,24,19,8,13,0,0,2,0,0,0,9,14,2,0,12,0,0,5,24,1,1,5,1,0,0,4,1,16,0,10,0,7,2,0,0
0,2,1,1,0,0,3,6,2,0,1,10,7,6,2,0,0,1,0,0,0,5,2,1,0,8,0,0,4,6,0,0,4,0,0,0,2,2,3,0,4,0,5,3,0,0
0,5,5,0,2,0,4,10,11,0,3,29,28,15,0,0,0,3,0,0,0,5,3,2,0,10,0,0,6,24,2,3,1,0,0,3,12,2,1,0,8,1,7,2,0,0
0,3,4,2,4,0,3,22,5,0,6,40,26,15,8,0,0,3,1,0,0,16,17,4,0,14,0,0,15,23,0,0,12,1,0,1,6,2,18,0,13,2,14,4,0,0
0,8,6,0,4,0,2,22,12,0,8,32,26,5,8,0,1,5,0,0,0,10,5,2,0,20,1,0,0,25,0,1,6,3,1,1,6,1,17,1,12,0,9,3,1,0
0,11,13,3,3,0,5,38,21,0,13,98,65,26,14,1,2,7,1,0,0,25,32,5,0,37,2,0,9,52,5,2,16,1,2,11,18,4,11,1,20,16,24,5,2,0
0,2,1,0,1,0,1,12,13,0,0,28,13,7,0,0,0,1,0,0,0,8,9,2,0,6,0,0,3,14,2,0,0,0,0,1,2,0,10,0,6,0,8,1,0,0
0,11,5,1,4,1,7,42,23,0,16,80,66,21,19,0,1,6,2,0,0,18,32,5,0,30,3,0,5,58,0,1,23,2,2,1,8,2,37,1,36,1,19,10,3,0
0,3,0,1,1,0,3,9,3,0,2,18,15,16,0,0,0,0,0,0,0,10,8,3,0,13,0,0,10,18,0,0,0,0,0,3,5,1,5,0,2,0,9,2,0,0
0,13,23,3,12,4,7,88,53,0,17,137,83,32,18,0,0,15,1,0,0,42,51,5,0,40,3,1,8,109,4,4,29,2,1,3,23,3,36,0,43,1,45,7,0,0
0,2,8,1,0,0,4,13,4,0,10,19,11,12,0,0,0,0,0,0,0,6,5,5,0,7,0,0,0,18,0,0,0,0,0,2,5,0,0,0,14,3,5,4,0,0
0,4,3,0,1,0,0,12,3,0,8,20,18,4,0,0,0,0,3,0,0,4,9,2,0,5,0,0,0,12,0,1,0,2,0,0,4,0,0,0,7,0,1,4,0,0
0,3,7,1,0,0,3,12,5,0,2,27,19,9,3,1,0,3,0,0,0,4,7,3,0,9,0,0,4,21,0,1,0,0,0,2,6,0,3,0,5,1,9,2,0,0
0,2,3,0,3,0,2,12,6,0,3,27,20,4,4,0,0,1,1,0,0,6,6,2,0,10,0,0,2,22,0,0,5,1,0,1,2,1,8,2,7,0,3,2,0,0
0,4,2,1,0,0,1,24,4,0,6,37,29,21,1,0,0,2,1,0,0,22,7,1,0,15,0,0,18,25,0,0,0,0,0,0,8,4,17,0,4,5,11,2,0,0
0,4,2,1,2,0,5,16,4,0,3,25,20,8,5,0,0,5,2,0,0,6,6,3,0,13,2,0,6,29,0,1,1,1,0,1,4,1,14,1,8,0,6,3,0,0
0,7,4,2,2,0,2,19,14,0,2,37,28,7,0,0,0,7,0,0,0,19,6,2,0,10,1,0,2,22,2,2,0,0,1,0,9,0,9,0,5,0,7,6,1,0
0,4,2,3,2,0,4,10,2,0,5,17,12,15,9,0,0,2,0,0,0,7,10,3,0,8,1,0,8,14,2,1,12,0,0,4,11,2,21,0,10,1,6,3,0,0
0,9,5,5,1,0,4,41,17,0,7,57,27,16,5,0,0,5,1,0,0,16,28,5,0,15,1,0,2,36,1,1,9,0,0,5,14,1,47,1,14,3,21,5,0,0
0,5,1,0,0,0,0,11,1,0,5,27,19,3,2,0,0,0,2,0,0,6,7,2,0,5,1,0,1,13,0,0,4,0,0,1,6,0,0,0,5,0,4,2,0,0
0,8,12,3,1,0,4,15,0,0,1,18,12,13,0,0,1,0,0,0,0,9,8,2,0,14,1,0,16,16,0,0,0,0,1,1,8,3,2,1,5,0,7,1,2,0
1,1,0,2,2,0,2,9,5,0,5,26,20,5,0,0,0,1,0,0,0,0,25,2,0,10,1,0,2,13,4,0,1,3,0,2,8,0,3,0,2,0,3,5,1,0
0,9,7,5,3,0,3,27,18,0,5,55,38,18,11,0,1,10,6,0,0,17,12,9,0,17,0,0,6,25,1,1,14,0,0,7,22,0,19,0,7,5,15,4,0,0
0,4,2,0,0,0,2,12,5,0,2,22,18,10,0,0,0,1,1,0,0,39,3,2,0,6,0,0,4,15,0,1,1,0,0,1,9,4,0,0,2,0,5,1,0,0
0,2,2,1,1,0,2,13,4,0,3,24,9,6,6,0,0,1,0,0,0,11,6,3,0,6,0,0,1,12,0,2,12,0,0,1,3,0,2,0,3,0,2,1,0,0
0,4,3,1,1,0,3,12,0,0,5,20,12,7,0,0,0,2,1,0,0,3,21,1,0,9,0,0,3,12,0,0,0,0,0,1,4,0,0,0,13,0,3,1,0,0
1,2,2,0,1,0,3,17,7,0,5,34,20,7,4,0,0,5,0,0,0,8,9,2,0,12,0,0,7,9,1,0,8,0,0,0,1,2,6,0,3,0,5,1,0,0
0,0,1,1,0,0,2,3,3,0,1,14,6,2,1,0,0,3,0,0,0,5,2,1,0,3,0,0,1,8,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0
0,2,2,0,0,0,2,6,3,0,7,21,15,8,0,0,0,2,0,0,0,9,3,2,0,14,1,0,0,15,1,2,2,4,0,1,6,1,4,0,6,0,4,4,0,0
0,2,2,1,2,0,1,15,9,0,4,23,9,3,0,0,0,1,0,0,0,3,3,2,0,3,0,0,1,10,6,0,0,0,0,3,6,1,24,0,4,0,4,4,1,0
0,5,4,0,1,1,2,7,1,0,1,16,9,6,6,0,0,0,0,0,0,4,6,2,0,5,0,0,4,10,0,0,8,0,1,3,4,1,11,0,4,0,5,1,1,0
0,6,0,0,0,0,3,13,9,0,9,37,23,18,1,0,0,5,1,0,0,12,3,2,0,8,1,0,0,17,0,0,1,0,0,5,14,2,1,1,5,0,6,3,0,0
0,9,3,8,1,0,5,15,9,0,3,52,26,3,8,0,0,3,2,0,0,10,8,9,0,16,0,0,4,22,3,1,13,1,0,2,5,1,26,0,13,2,6,9,0,0
0,13,10,4,2,0,6,20,21,0,5,64,53,6,0,1,0,5,5,0,0,1,6,6,0,19,0,0,3,39,2,1,3,0,3,9,19,2,20,1,11,0,13,3,0,0
0,7,12,2,2,1,2,22,16,0,7,62,33,13,9,0,1,7,1,0,0,24,7,4,0,16,1,0,4,31,0,4,17,0,0,3,11,1,2,0,11,1,6,6,2,0
0,4,9,2,1,0,2,6,9,0,0,20,17,14,0,0,0,0,0,0,0,6,15,4,0,9,0,1,13,14,0,4,0,0,0,2,8,3,12,1,2,0,6,5,0,0
0,3,11,4,0,2,6,24,7,0,10,67,33,18,9,0,0,6,0,0,0,26,25,2,0,15,1,0,10,44,2,1,17,0,0,2,7,1,12,0,14,0,20,2,4,0
0,18,8,1,7,0,8,23,3,0,12,87,46,31,16,0,0,11,3,0,0,27,14,5,0,24,1,0,20,40,0,5,34,2,0,0,22,1,4,0,15,2,14,4,0,0
0,2,2,1,1,0,2,7,1,0,2,11,10,8,3,0,0,1,0,0,0,4,4,2,0,6,0,0,5,8,0,0,4,0,0,1,5,2,0,0,4,0,0,2,0,0
0,19,25,4,4,1,8,64,41,0,24,108,80,51,7,0,0,6,2,0,0,46,58,6,0,63,2,0,7,60,4,4,13,0,2,6,26,3,15,0,27,2,27,14,0,0
0,7,4,2,3,1,4,28,16,0,8,66,33,10,13,0,0,8,2,0,0,19,10,4,0,13,0,1,7,35,2,2,17,2,0,4,13,1,23,0,14,1,8,5,0,0
0,2,3,2,1,0,9,15,2,0,4,39,21,10,2,0,0,1,1,0,0,18,23,6,0,12,0,0,8,14,5,0,5,0,0,4,9,1,22,0,7,3,15,6,0,0
0,18,9,4,4,0,9,38,27,0,22,124,82,31,28,0,0,4,4,0,0,30,32,8,0,32,0,0,13,63,4,3,49,1,1,4,17,4,6,3,23,10,12,6,0,0
